ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL389762,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCC#N,574.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234742,CC(=O)Nc1nc(Cc2nnc(SCC#N)n2NC(C)=O)cs1,463.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233539,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCC#N,415.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244080,N#CCSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccccc1,487.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL388905,N#CCSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,496.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL242151,CC(=O)Nc1nc(Cc2nnc(SCC#N)n2NC(=O)c2ccccc2)cs1,395.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL241941,N#CCSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,657.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233953,N#CCSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,426.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL437560,N#CCSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,64.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL399828,CC(=O)Nc1nc(Cc2nnc(SCC#N)n2NC(=O)c2ccc(Cl)cc2)cs1,62.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234150,N#CCSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,562.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233935,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(C)=O,743.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233934,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(C)=O,764.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233331,CC(=O)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(C)=O)n4)n3NC(C)=O)n2NC(C)=O)cs1,847.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234765,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(C)=O,847.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233933,O=C(O)CCNc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)CCC(=O)O)n4)n3NC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1,587.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244070,O=C(Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)c5ccccc5)n4)n3NC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1)c1ccccc1,698.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL395553,CC(=O)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(C)=O)n4)n3NC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1,647.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL395083,O=C(CCl)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)CCl)n4)n3NC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1,674.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL265602,O=C(O)CCNc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NCCC(=O)O)n4)n3NC(=O)c3ccc(Cl)cc3)n2NC(=O)c2ccc(Cl)cc2)cs1,168.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL439029,O=C(Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)c5ccccc5)n4)n3NC(=O)c3ccc(Cl)cc3)n2NC(=O)c2ccc(Cl)cc2)cs1)c1ccccc1,640.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL398141,CC(=O)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(C)=O)n4)n3NC(=O)c3ccc(Cl)cc3)n2NC(=O)c2ccc(Cl)cc2)cs1,382.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233334,O=C(CCl)Nc1nc(Cc2nnc(SCSc3nnc(Cc4csc(NC(=O)CCl)n4)n3NC(=O)c3ccc(Cl)cc3)n2NC(=O)c2ccc(Cl)cc2)cs1,340.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL396826,CC(=O)Nn1c(S)nnc1Cc1csc(NCCC(=O)O)n1,436.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL396357,CC(=O)Nn1c(S)nnc1Cc1csc(NC(=O)c2ccccc2)n1,614.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234349,CC(=O)Nc1nc(Cc2nnc(S)n2NC(C)=O)cs1,598.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232087,CC(=O)Nn1c(S)nnc1Cc1csc(NC(=O)CCl)n1,684.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL396526,O=C(O)CCNc1nc(Cc2nnc(S)n2NC(=O)c2ccccc2)cs1,674.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL242997,O=C(Nc1nc(Cc2nnc(S)n2NC(=O)c2ccccc2)cs1)c1ccccc1,894.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL242996,CC(=O)Nc1nc(Cc2nnc(S)n2NC(=O)c2ccccc2)cs1,574.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL242782,O=C(CCl)Nc1nc(Cc2nnc(S)n2NC(=O)c2ccccc2)cs1,761.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL398390,O=C(O)CCNc1nc(Cc2nnc(S)n2NC(=O)c2ccc(Cl)cc2)cs1,462.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233519,O=C(Nc1nc(Cc2nnc(S)n2NC(=O)c2ccc(Cl)cc2)cs1)c1ccccc1,186.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL398389,CC(=O)Nc1nc(Cc2nnc(S)n2NC(=O)c2ccc(Cl)cc2)cs1,462.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233518,O=C(CCl)Nc1nc(Cc2nnc(S)n2NC(=O)c2ccc(Cl)cc2)cs1,642.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243211,Nn1c(S)nnc1Cc1csc(NCCC(=O)O)n1,264.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243210,Nn1c(S)nnc1Cc1csc(NC(=O)c2ccccc2)n1,630.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL390918,CC(=O)Nc1nc(Cc2nnc(S)n2N)cs1,48.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL397760,COC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(C)=O,746.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL391674,COC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(C)=O,598.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232270,COC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(C)=O,467.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232064,COC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(C)=O,695.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL428572,COC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccccc1,648.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL388906,COC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,364.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243704,COC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(=O)c1ccccc1,587.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244081,COC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,674.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232524,COC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,560.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL399387,COC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,290.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232522,COC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(=O)c1ccc(Cl)cc1,380.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232320,COC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,440.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL392947,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCC(=O)NN,943.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232088,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCC(=O)NN,186.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234564,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NN)n2NC(C)=O)cs1,241.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234563,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCC(=O)NN,201.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL414802,NNC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccccc1,465.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL390697,NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,268.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244490,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NN)n2NC(=O)c2ccccc2)cs1,197.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244489,NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,246.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL399808,NNC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,64.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL398774,NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,34.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233491,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NN)n2NC(=O)c2ccc(Cl)cc2)cs1,72.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233489,NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,44.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL411969,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCC(=O)NNC(=O)CCl,264.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231671,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCC(=O)NNC(=O)CCl,356.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL391207,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)CCl)n2NC(C)=O)cs1,476.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL394336,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCC(=O)NNC(=O)CCl,462.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234780,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCC(=O)NNC(=O)c1ccccc1,476.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL394335,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCC(=O)NNC(=O)c1ccccc1,413.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234572,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)c3ccccc3)n2NC(C)=O)cs1,436.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231668,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCC(=O)NNC(=O)c1ccccc1,365.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL392980,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(C)=O,463.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234778,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(C)=O,643.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234777,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(C)=O,384.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL392948,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(C)=O,354.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244336,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)NNC(=O)CCl)n2NC(=O)c2ccccc2)cs1,462.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243439,O=C(CCl)NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,542.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL437569,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)CCl)n2NC(=O)c2ccccc2)cs1,643.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243438,O=C(CCl)NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,530.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL390029,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)NNC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1,432.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244852,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1)NNC(=O)c1ccccc1,463.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244318,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)c3ccccc3)n2NC(=O)c2ccccc2)cs1,421.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244692,O=C(CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1)NNC(=O)c1ccccc1,467.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244691,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccccc1,472.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244504,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,564.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL396547,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(=O)c1ccccc1,542.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL437951,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,356.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232492,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)NNC(=O)CCl)n2NC(=O)c2ccc(Cl)cc2)cs1,180.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL393528,O=C(CCl)NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,340.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232077,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)CCl)n2NC(=O)c2ccc(Cl)cc2)cs1,260.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL428540,O=C(CCl)NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,224.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231867,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)NNC(=O)c3ccccc3)n2NC(=O)c2ccc(Cl)cc2)cs1,268.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL393676,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1)NNC(=O)c1ccccc1,484.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234763,CC(=O)Nc1nc(Cc2nnc(SCC(=O)NNC(=O)c3ccccc3)n2NC(=O)c2ccc(Cl)cc2)cs1,534.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL439021,O=C(CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1)NNC(=O)c1ccccc1,640.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234557,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,352.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234556,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,340.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234343,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(C)=O)n2)n1NC(=O)c1ccc(Cl)cc1,641.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL234342,CC(=O)NNC(=O)CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,464.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233122,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCc1nnc(S)n1N,6412.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233121,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCc1nnc(S)n1N,6342.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL393355,CC(=O)Nc1nc(Cc2nnc(SCc3nnc(S)n3N)n2NC(C)=O)cs1,5246.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233120,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCc1nnc(S)n1N,4635.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL388028,Nn1c(S)nnc1CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccccc1,4785.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244703,Nn1c(S)nnc1CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1,4653.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244528,CC(=O)Nc1nc(Cc2nnc(SCc3nnc(S)n3N)n2NC(=O)c2ccccc2)cs1,6537.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL244527,Nn1c(S)nnc1CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1,6985.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231860,Nn1c(S)nnc1CSc1nnc(Cc2csc(NCCC(=O)O)n2)n1NC(=O)c1ccc(Cl)cc1,6650.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231859,Nn1c(S)nnc1CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1,3180.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL401232,CC(=O)Nc1nc(Cc2nnc(SCc3nnc(S)n3N)n2NC(=O)c2ccc(Cl)cc2)cs1,7480.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232677,Nn1c(S)nnc1CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1,3260.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232913,CC(=O)Nn1c(Cc2csc(NCCC(=O)O)n2)nnc1SCC(=O)N/N=C/c1ccccc1,635.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232912,CC(=O)Nn1c(Cc2csc(NC(=O)c3ccccc3)n2)nnc1SCC(=O)N/N=C/c1ccccc1,467.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL392055,CC(=O)Nc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(C)=O)cs1,463.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231673,CC(=O)Nn1c(Cc2csc(NC(=O)CCl)n2)nnc1SCC(=O)N/N=C/c1ccccc1,536.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL231672,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(=O)c2ccccc2)cs1,526.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL241938,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccccc1)N/N=C/c1ccccc1,496.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243459,CC(=O)Nc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(=O)c2ccccc2)cs1,485.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL243458,O=C(CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccccc1)N/N=C/c1ccccc1,467.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL233073,O=C(O)CCNc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(=O)c2ccc(Cl)cc2)cs1,238.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL413137,O=C(CSc1nnc(Cc2csc(NC(=O)c3ccccc3)n2)n1NC(=O)c1ccc(Cl)cc1)N/N=C/c1ccccc1,246.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL232864,CC(=O)Nc1nc(Cc2nnc(SCC(=O)N/N=C/c3ccccc3)n2NC(=O)c2ccc(Cl)cc2)cs1,30.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL395512,O=C(CSc1nnc(Cc2csc(NC(=O)CCl)n2)n1NC(=O)c1ccc(Cl)cc1)N/N=C/c1ccccc1,42.0,nM,Inhibition of human cdk5/p25 by SPA
CHEMBL239203,CC(=O)Nc1cc(C)c(-c2nnc(S)n2N)s1,58.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL394959,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2cccc([N+](=O)[O-])c2)S3)s1,2684.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL394958,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2cccc([N+](=O)[O-])c2)S3)s1,2436.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL235660,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccc(Cl)cc2)S3)s1,2448.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL414698,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccc(Cl)cc2)S3)s1,2482.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL394452,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccccc2Cl)S3)s1,2458.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL435355,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccccc2Cl)S3)s1,2464.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL394451,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccccc2)S3)s1,2486.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL236102,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(c2cc(F)c(Cl)cc2Cl)/C(=C/c2ccccc2)S3)s1,1452.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL237857,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3sc(-c4cccc([N+](=O)[O-])c4)nn23)s1,48.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL237856,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3sc(-c4cccc([N+](=O)[O-])c4)nn23)s1,60.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL237855,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3sc(-c4ccccc4)nn23)s1,28.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL237674,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3sc(-c4ccccc4)nn23)s1,38.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL396649,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3sc(=S)[nH]n23)s1,5896.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL237659,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3sc(=S)[nH]n23)s1,2058.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL399188,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2Nc2nc4ccccc4nc2S3)s1,30.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL239215,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2Nc2nc4ccccc4nc2S3)s1,54.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL239856,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2NC(c2ccccc2)=C(c2ccccc2)S3)s1,62.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL391315,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2NC(c2ccccc2)=C(c2ccccc2)S3)s1,40.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL391314,CC1=Nn2c(nnc2-c2sc(NC(=O)CCl)cc2-c2ccccc2)SC1,368.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL238267,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2N=C(C)CS3)s1,448.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL238116,O=C(CCl)Nc1cc(-c2ccccc2)c(-c2nnc3n2NC(=O)CS3)s1,634.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL391723,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc3n2NC(=O)CS3)s1,418.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL442239,Nn1c(S)nnc1-c1sc(NC(=O)CCl)cc1-c1ccccc1,42.0,nM,Inhibitory activity against Cdk5/p25
CHEMBL235972,CC(=O)Nc1cc(-c2ccccc2)c(-c2nnc(S)n2N)s1,54.0,nM,Inhibitory activity against Cdk5/p25
